Variable,Description,,,,,,,,,,,,,,,,,,,,,,
Q86e_4,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Poor",,,,,,,,,,,,,,,,,,,,,,
Q86e_5,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Very poor",,,,,,,,,,,,,,,,,,,,,,
Q86e_6,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Doesn't apply",,,,,,,,,,,,,,,,,,,,,,
Q86e_12,"Last time you had a general practice appointment, how good was the healthcare professional at: Treating you with care and concern - Summary result - Good (Combined 'very good' and 'good' responses)",,,,,,,,,,,,,,,,,,,,,,
Q87base,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q87_123base,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Total responses excluding 'I did not have any mental health needs' and 'Did not apply to my last appointment' (base for percentage calculations excluding % 'I did not have any mental health needs' and % 'Did not apply to my last appointment')",,,,,,,,,,,,,,,,,,,,,,
Q87_1,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Yes, definitely",,,,,,,,,,,,,,,,,,,,,,
Q87_2,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Yes, to some extent",,,,,,,,,,,,,,,,,,,,,,
Q87_3,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - No, not at all",,,,,,,,,,,,,,,,,,,,,,
Q87_4,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - I did not have any mental health needs",,,,,,,,,,,,,,,,,,,,,,
Q87_5,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Did not apply to my last appointment",,,,,,,,,,,,,,,,,,,,,,
Q87_12,"During last general practice appointment, healthcare professional recognised and/or understood mental health needs - Summary result - Yes (Combined 'Yes, definitely' and 'Yes, to some extent' responses)",,,,,,,,,,,,,,,,,,,,,,
Q88base,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q88_123base,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - Total responses excluding 'don't know / doesn't apply' (base for percentage calculations excluding % 'don't know / doesn't apply')",,,,,,,,,,,,,,,,,,,,,,
Q88_1,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - Yes, definitely",,,,,,,,,,,,,,,,,,,,,,
Q88_2,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - Yes, to some extent",,,,,,,,,,,,,,,,,,,,,,
Q88_3,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - No, not at all",,,,,,,,,,,,,,,,,,,,,,
Q88_4,"During last general practice appointment, involved as much as they wanted to be in decisions about care and treatment - Don’t know / doesn’t apply",,,,,,,,,,,,,,,,,,,,,,
Q88_12,"During last general practice appointment, involved as much as wanted to be in decisions about care and treatment - Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses)",,,,,,,,,,,,,,,,,,,,,,
Q89base,"During last general practice appointment, had confidence and trust in healthcare professional - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q89_123base,"During last general practice appointment, had confidence and trust in healthcare professional - Total responses excluding 'don't know / can't say' (base for percentage calculations excluding % 'don't know / can't say')",,,,,,,,,,,,,,,,,,,,,,
Q89_1,"During last general practice appointment, had confidence and trust in healthcare professional  - Yes, definitely",,,,,,,,,,,,,,,,,,,,,,
Q89_2,"During last general practice appointment, had confidence and trust in healthcare professional  - Yes, to some extent",,,,,,,,,,,,,,,,,,,,,,
Q89_3,"During last general practice appointment, had confidence and trust in healthcare professional  - No, not at all",,,,,,,,,,,,,,,,,,,,,,
Q89_4,"During last general practice appointment, had confidence and trust in healthcare professional  - Don’t know / can’t say",,,,,,,,,,,,,,,,,,,,,,
Q89_12,"During last general practice appointment, had confidence and trust in healthcare professional - Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses)",,,,,,,,,,,,,,,,,,,,,,
Q90base,Needs met at last general practice appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q90_123base,Needs met at last general practice appointment - Total responses excluding 'don’t know/can't say' (base for percentage calculations excluding % 'don't know / can't say'),,,,,,,,,,,,,,,,,,,,,,
Q90_1,"Needs met at last general practice appointment - Yes, definitely",,,,,,,,,,,,,,,,,,,,,,
Q90_2,"Needs met at last general practice appointment - Yes, to some extent",,,,,,,,,,,,,,,,,,,,,,
Q90_3,"Needs met at last general practice appointment - No, not at all",,,,,,,,,,,,,,,,,,,,,,
Q90_4,Needs met at last general practice appointment - Don’t know / can’t say,,,,,,,,,,,,,,,,,,,,,,
Q90_12,"Needs met at last general practice appointment - Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses)",,,,,,,,,,,,,,,,,,,,,,
Q28base,Overall experience of GP practice - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q28_1,Overall experience of GP practice - Very good,,,,,,,,,,,,,,,,,,,,,,
Q28_2,Overall experience of GP practice - Fairly good,,,,,,,,,,,,,,,,,,,,,,
Q28_3,Overall experience of GP practice - Neither good nor poor,,,,,,,,,,,,,,,,,,,,,,
Q28_4,Overall experience of GP practice - Fairly poor,,,,,,,,,,,,,,,,,,,,,,
Q28_5,Overall experience of GP practice - Very poor,,,,,,,,,,,,,,,,,,,,,,
Q28_12,Overall experience of GP practice - Summary result - Good (Combined 'very good' and 'fairly good' responses),,,,,,,,,,,,,,,,,,,,,,
Q111base,Avoided making a general practice appointment in last 12 months - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q111_123456base,Avoided making a general practice appointment in last 12 months - Total responses excluding 'I haven’t needed an appointment'  (base for percentage calculations excluding % 'I haven't needed an appointment'),,,,,,,,,,,,,,,,,,,,,,
Q111_1,"Avoided making a general practice appointment in last 12 months - Yes, because I didn’t have time",,,,,,,,,,,,,,,,,,,,,,
Q111_2,"Avoided making a general practice appointment in last 12 months - Yes, because I was worried about the risk of catching COVID-19",,,,,,,,,,,,,,,,,,,,,,
Q111_3,"Avoided making a general practice appointment in last 12 months - Yes, because I was worried about the burden on the NHS",,,,,,,,,,,,,,,,,,,,,,
Q111_4,"Avoided making a general practice appointment in last 12 months - Yes, because I found it too difficult",,,,,,,,,,,,,,,,,,,,,,
Q111_5,"Avoided making a general practice appointment in last 12 months - Yes, for another reason",,,,,,,,,,,,,,,,,,,,,,
Q111_6,Avoided making a general practice appointment in last 12 months - No,,,,,,,,,,,,,,,,,,,,,,
Q111_7,Avoided making a general practice appointment in last 12 months - I haven’t needed an appointment,,,,,,,,,,,,,,,,,,,,,,
Q111_12345,"Avoided making a general practice appointment in last 12 months - Summary result - Yes (Combined 'yes' answer codes 1, 2, 3, 4 and 5)",,,,,,,,,,,,,,,,,,,,,,
Q91base,Health experiences over the last 12 months - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q91_1,"Health experiences over the last 12 months - Problems with your physical mobility, for example, difficulty getting about your home",,,,,,,,,,,,,,,,,,,,,,
Q91_2,Health experiences over the last 12 months - Two or more falls that have needed medical attention,,,,,,,,,,,,,,,,,,,,,,
Q91_3,Health experiences over the last 12 months - Feeling isolated from others,,,,,,,,,,,,,,,,,,,,,,
Q91_4,Health experiences over the last 12 months - None of these,,,,,,,,,,,,,,,,,,,,,,
q30_recoded_base,"Long-term physical or mental health conditions, disabilities or illnesses - Total responses",,,,,,,,,,,,,,,,,,,,,,
q30_recoded_124base,"Long-term physical or mental health conditions, disabilities or illnesses - Total responses excluding 'don't know / can't say'  (base for percentage calculations excluding % 'don't know / can't say')",,,,,,,,,,,,,,,,,,,,,,
q30_recoded_1,"Long-term physical or mental health conditions, disabilities or illnesses - Yes",,,,,,,,,,,,,,,,,,,,,,
q30_recoded_2,"Long-term physical or mental health conditions, disabilities or illnesses - No",,,,,,,,,,,,,,,,,,,,,,
q30_recoded_3,"Long-term physical or mental health conditions, disabilities or illnesses - Don't know / can't say",,,,,,,,,,,,,,,,,,,,,,
q30_recoded_4,"Long-term physical or mental health conditions, disabilities or illnesses - I would prefer not to say",,,,,,,,,,,,,,,,,,,,,,
q31base,Long-term health condition - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q31_1,Long-term health condition - Alzheimer's disease or other cause of dementia,,,,,,,,,,,,,,,,,,,,,,
Q31_3,Long-term health condition - Arthritis or ongoing problem with back and joints,,,,,,,,,,,,,,,,,,,,,,
Q31_21,Long-term health condition - Autism or autism spectrum condition,,,,,,,,,,,,,,,,,,,,,,
Q31_5,Long-term health condition - Blindness or partial sight,,,,,,,,,,,,,,,,,,,,,,
Q31_4,Long-term health condition - A breathing condition such as asthma or COPD,,,,,,,,,,,,,,,,,,,,,,
Q31_6,Long-term health condition - Cancer (diagnosis or treatment in the last 5 years),,,,,,,,,,,,,,,,,,,,,,
Q31_7,Long-term health condition - Deafness or hearing loss,,,,,,,,,,,,,,,,,,,,,,
Q31_8,Long-term health condition - Diabetes,,,,,,,,,,,,,,,,,,,,,,
Q31_2,"Long-term health condition - A heart condition, such as angina or atrial fibrillation",,,,,,,,,,,,,,,,,,,,,,
Q31_10,Long-term health condition - High blood pressure,,,,,,,,,,,,,,,,,,,,,,
Q31_11,Long-term health condition - Kidney or liver disease,,,,,,,,,,,,,,,,,,,,,,
Q31_19,Long-term health condition - A learning disability,,,,,,,,,,,,,,,,,,,,,,
Q31_14,Long-term health condition - A mental health condition,,,,,,,,,,,,,,,,,,,,,,
Q31_15,"Long-term health condition - A neurological condition, such as epilepsy",,,,,,,,,,,,,,,,,,,,,,
Q31_20,Long-term health condition - A stroke (which affects your day-to-day life),,,,,,,,,,,,,,,,,,,,,,
Q31_16,Long-term health condition - Another long-term condition or disability,,,,,,,,,,,,,,,,,,,,,,
Q31_17,Long-term health condition - I do not have any long-term conditions,,,,,,,,,,,,,,,,,,,,,,
Q118base,"Would you describe yourself as having ""long COVID"" - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q118_1,"Would you describe yourself as having ""long COVID"" - Yes",,,,,,,,,,,,,,,,,,,,,,
Q118_2,"Would you describe yourself as having ""long COVID"" - No",,,,,,,,,,,,,,,,,,,,,,
Q118_3,"Would you describe yourself as having ""long COVID"" - Not sure",,,,,,,,,,,,,,,,,,,,,,
Q118_4,"Would you describe yourself as having ""long COVID"" - Prefer not to say",,,,,,,,,,,,,,,,,,,,,,
Q93base,Conditions reduce your ability to carry out your day-to-day activities - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q93_1,"Conditions reduce your ability to carry out your day-to-day activities - Yes, a lot",,,,,,,,,,,,,,,,,,,,,,
Q93_2,"Conditions reduce your ability to carry out your day-to-day activities - Yes, a little",,,,,,,,,,,,,,,,,,,,,,
Q93_3,"Conditions reduce your ability to carry out your day-to-day activities - No, not at all",,,,,,,,,,,,,,,,,,,,,,
Q93_12,"Conditions reduce your ability to carry out your day-to-day activities - Summary result - Yes (Combined 'yes, a lot' and 'yes, a little' responses)",,,,,,,,,,,,,,,,,,,,,,
Q94base,Confidence can manage any issues arising from your condition (or conditions) - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q94_1234base,Confidence can manage any issues arising from your condition (or conditions) - Total responses excluding 'don't know' (base for percentage calculations excluding % 'don't know'),,,,,,,,,,,,,,,,,,,,,,
Q94_1,Confidence can manage any issues arising from your condition (or conditions) - Very confident,,,,,,,,,,,,,,,,,,,,,,
Q94_2,Confidence can manage any issues arising from your condition (or conditions) - Fairly confident,,,,,,,,,,,,,,,,,,,,,,
Q94_3,Confidence can manage any issues arising from your condition (or conditions) - Not very confident,,,,,,,,,,,,,,,,,,,,,,
Q94_4,Confidence can manage any issues arising from your condition (or conditions) - Not at all confident,,,,,,,,,,,,,,,,,,,,,,
Q94_5,Confidence can manage any issues arising from your condition (or conditions) - Don’t know,,,,,,,,,,,,,,,,,,,,,,
Q94_12,Confidence can manage any issues arising from your condition (or conditions) - Summary result - Confident (Combined 'very confident' and 'fairly confident' responses),,,,,,,,,,,,,,,,,,,,,,
q32base,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q32_123base,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - Total responses excluding 'don't know / can't say' and 'I haven't needed support' (base for percentage calculations excluding % 'don't know / can't say' and % 'I haven't needed support')",,,,,,,,,,,,,,,,,,,,,,
q32_1,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - Yes, definitely",,,,,,,,,,,,,,,,,,,,,,
q32_2,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - Yes, to some extent",,,,,,,,,,,,,,,,,,,,,,
q32_3,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - No",,,,,,,,,,,,,,,,,,,,,,
q32_4,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - I haven't needed support",,,,,,,,,,,,,,,,,,,,,,
q32_5,"Last 12 months, enough support from local services/organisations to help manage long-term conditions - Don't know / can't say",,,,,,,,,,,,,,,,,,,,,,
q32_12,"Last 12 months, had enough support from local services/organisations to help manage long-term conditions - Summary result - Yes (Combined 'yes, definitely' and 'yes, to some extent' responses)",,,,,,,,,,,,,,,,,,,,,,
Q96base,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions) - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q96_1,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions) - Yes,,,,,,,,,,,,,,,,,,,,,,
Q96_2,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions) - No,,,,,,,,,,,,,,,,,,,,,,
Q96_3,Had a conversation with a healthcare professional from GP practice to discuss what is important  when managing condition (or conditions) - Don't know,,,,,,,,,,,,,,,,,,,,,,
Q97base,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q97_1,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - Yes,,,,,,,,,,,,,,,,,,,,,,
Q97_2,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - No,,,,,,,,,,,,,,,,,,,,,,
Q97_3,Agreed a plan with a healthcare professional from your GP practice to manage your condition (or conditions) - Don't know,,,,,,,,,,,,,,,,,,,,,,
Q98base,How helpful plan is in managing your condition (or conditions) - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q98_1234base,How helpful plan is in managing your condition (or conditions) - Total responses excluding 'don't know' (base for percentage calculations excluding % 'don't know'),,,,,,,,,,,,,,,,,,,,,,
Q98_1,How helpful plan is in managing your condition (or conditions) - Very helpful,,,,,,,,,,,,,,,,,,,,,,
Q98_2,How helpful plan is in managing your condition (or conditions) - Fairly helpful,,,,,,,,,,,,,,,,,,,,,,
Q98_3,How helpful plan is in managing your condition (or conditions) - Not very helpful,,,,,,,,,,,,,,,,,,,,,,
Q98_4,How helpful plan is in managing your condition (or conditions) - Not at all helpful,,,,,,,,,,,,,,,,,,,,,,
Q98_5,How helpful plan is in managing your condition (or conditions) - Don't know,,,,,,,,,,,,,,,,,,,,,,
Q98_12,How helpful plan is in managing your condition (or conditions) - Summary result - Helpful (Combined 'very helpful' and 'fairly helpful' responses),,,,,,,,,,,,,,,,,,,,,,
q66base,Contacted an NHS service when they wanted to see a GP but GP practice was closed in last 12 months - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q66_1,"Contacted an NHS service when they wanted to see a GP but GP practice was closed in last 12 months - Yes, for myself",,,,,,,,,,,,,,,,,,,,,,
Q66_2,"Contacted an NHS service when they wanted to see a GP but GP practice was closed in last 12 months - Yes, for someone else",,,,,,,,,,,,,,,,,,,,,,
Q66_3,Contacted an NHS service when they wanted to see a GP but GP practice was closed in last 12 months - No,,,,,,,,,,,,,,,,,,,,,,
Q109base,"Considering all of the services you contacted, which of the following happened on that occasion - Total responses",,,,,,,,,,,,,,,,,,,,,,
Q109_1,"Considering all of the services you contacted, which of the following happened on that occasion - I called an NHS helpline, such as NHS 111",,,,,,,,,,,,,,,,,,,,,,
Q109_2,"Considering all of the services you contacted, which of the following happened on that occasion - I used an online NHS service (including NHS 111 online)",,,,,,,,,,,,,,,,,,,,,,
Q109_3,"Considering all of the services you contacted, which of the following happened on that occasion - I used a non-NHS online service, or looked online for information",,,,,,,,,,,,,,,,,,,,,,
Q109_4,"Considering all of the services you contacted, which of the following happened on that occasion - A healthcare professional called me back",,,,,,,,,,,,,,,,,,,,,,
Q109_5,"Considering all of the services you contacted, which of the following happened on that occasion - A healthcare professional visited me at home",,,,,,,,,,,,,,,,,,,,,,
Q109_6,"Considering all of the services you contacted, which of the following happened on that occasion - I went to A&E",,,,,,,,,,,,,,,,,,,,,,
Q109_7,"Considering all of the services you contacted, which of the following happened on that occasion - I spoke to a pharmacist",,,,,,,,,,,,,,,,,,,,,,
Q109_8,"Considering all of the services you contacted, which of the following happened on that occasion - I used another general practice service",,,,,,,,,,,,,,,,,,,,,,
Q109_9,"Considering all of the services you contacted, which of the following happened on that occasion - I contacted or used another NHS service",,,,,,,,,,,,,,,,,,,,,,
Q109_10,"Considering all of the services you contacted, which of the following happened on that occasion - I contacted or used another non-NHS service",,,,,,,,,,,,,,,,,,,,,,
Q109_11,"Considering all of the services you contacted, which of the following happened on that occasion - Can’t remember",,,,,,,,,,,,,,,,,,,,,,
q68base,Feeling on how quickly received care or advice when contacted NHS services when wanted to see GP but GP practice was closed - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q68_12base,Feeling on how quickly received care or advice when contacted NHS services when wanted to see GP but GP practice was closed - Total responses excluding 'don't know / doesn't apply'  (base for percentage calculations excluding % 'don't know / doesn't apply'),,,,,,,,,,,,,,,,,,,,,,
Q68_1,Feeling on how quickly received care or advice when contacted NHS services when wanted to see GP but GP practice was closed - It was about right,,,,,,,,,,,,,,,,,,,,,,
Q68_2,Feeling on how quickly received care or advice when contacted NHS services when wanted to see GP but GP practice was closed - It took too long,,,,,,,,,,,,,,,,,,,,,,
Q68_3,Feeling on how quickly received care or advice when contacted NHS services when wanted to see GP but GP practice was closed - Don't know / doesn't apply,,,,,,,,,,,,,,,,,,,,,,
q70base,Overall experience of NHS services when GP practice was closed - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q70_12345base,Overall experience of NHS services when GP practice was closed - Total responses excluding 'don't know / can't say' (base for percentage calculations excluding 'don’t know / can't say'),,,,,,,,,,,,,,,,,,,,,,
Q70_1,Overall experience of NHS services when GP practice was closed - Very good,,,,,,,,,,,,,,,,,,,,,,
Q70_2,Overall experience of NHS services when GP practice was closed - Fairly good,,,,,,,,,,,,,,,,,,,,,,
Q70_3,Overall experience of NHS services when GP practice was closed - Neither good nor poor,,,,,,,,,,,,,,,,,,,,,,
Q70_4,Overall experience of NHS services when GP practice was closed - Fairly poor,,,,,,,,,,,,,,,,,,,,,,
Q70_5,Overall experience of NHS services when GP practice was closed - Very poor,,,,,,,,,,,,,,,,,,,,,,
Q70_6,Overall experience of NHS services when GP practice was closed - Don't know / can't say,,,,,,,,,,,,,,,,,,,,,,
q70_12,Overall experience of NHS services when GP practice was closed - Summary result - Good (Combined 'very good' and 'fairly good' responses),,,,,,,,,,,,,,,,,,,,,,
q42base,Last tried to get an NHS dental appointment for themselves - Total responses,,,,,,,,,,,,,,,,,,,,,,
q42_1,Last tried to get an NHS dental appointment for themselves -  In the last 3 months,,,,,,,,,,,,,,,,,,,,,,
q42_2,Last tried to get an NHS dental appointment for themselves - Between 3 and 6 months ago,,,,,,,,,,,,,,,,,,,,,,
q42_3,Last tried to get an NHS dental appointment for themselves - Between 6 months and a year ago,,,,,,,,,,,,,,,,,,,,,,
q42_4,Last tried to get an NHS dental appointment for themselves - Between 1 and 2 years ago,,,,,,,,,,,,,,,,,,,,,,
q42_5,Last tried to get an NHS dental appointment for themselves - More than 2 years ago,,,,,,,,,,,,,,,,,,,,,,
q42_6,Last tried to get an NHS dental appointment for themselves - I have never tried to get an NHS dental appointment,,,,,,,,,,,,,,,,,,,,,,
q43base,Appointment with dental practice had been to before for NHS dental care - Total responses,,,,,,,,,,,,,,,,,,,,,,
q43_12base,Appointment with dental practice had been to before for NHS dental care - Total responses excluding 'can't remember',,,,,,,,,,,,,,,,,,,,,,
q43_1,Appointment with dental practice had been to before for NHS dental care - Yes,,,,,,,,,,,,,,,,,,,,,,
q43_2,Appointment with dental practice had been to before for NHS dental care - No,,,,,,,,,,,,,,,,,,,,,,
q43_3,Appointment with dental practice had been to before for NHS dental care - Can't remember,,,,,,,,,,,,,,,,,,,,,,
q119base,Successful in getting an NHS dental appointment - Total responses,,,,,,,,,,,,,,,,,,,,,,
q119_1234base,Successful in getting an NHS dental appointment - Total responses excluding 'Can't remember',,,,,,,,,,,,,,,,,,,,,,
q119_1,Successful in getting an NHS dental appointment - Yes,,,,,,,,,,,,,,,,,,,,,,
q119_2,"Successful in getting an NHS dental appointment - No, no appointments were available",,,,,,,,,,,,,,,,,,,,,,
q119_3,"Successful in getting an NHS dental appointment - No, the dentist was not taking new patients",,,,,,,,,,,,,,,,,,,,,,
q119_4,"Successful in getting an NHS dental appointment - No, for another reason",,,,,,,,,,,,,,,,,,,,,,
q119_5,Successful in getting an NHS dental appointment - Can't remember,,,,,,,,,,,,,,,,,,,,,,
q45base,Overall experience of NHS dental services - Total responses,,,,,,,,,,,,,,,,,,,,,,
q45_1,Overall experience of NHS dental services - Very good,,,,,,,,,,,,,,,,,,,,,,
q45_2,Overall experience of NHS dental services - Fairly good,,,,,,,,,,,,,,,,,,,,,,
q45_3,Overall experience of NHS dental services - Neither good nor poor,,,,,,,,,,,,,,,,,,,,,,
q45_4,Overall experience of NHS dental services - Fairly poor,,,,,,,,,,,,,,,,,,,,,,
q45_5,Overall experience of NHS dental services - Very poor,,,,,,,,,,,,,,,,,,,,,,
q120base,Reason haven’t tried to get an NHS dental appointment in last two years - Total responses,,,,,,,,,,,,,,,,,,,,,,
q120_1,Reason haven’t tried to get an NHS dental appointment in last two years - I haven't needed to visit a dentist,,,,,,,,,,,,,,,,,,,,,,
q120_2,Reason haven’t tried to get an NHS dental appointment in last two years - I don't like going to the dentist,,,,,,,,,,,,,,,,,,,,,,
q120_3,Reason haven’t tried to get an NHS dental appointment in last two years - I didn't think I could get an NHS dentist,,,,,,,,,,,,,,,,,,,,,,
q120_4,Reason haven’t tried to get an NHS dental appointment in last two years - I'm on a waiting list for an NHS dentist,,,,,,,,,,,,,,,,,,,,,,
q120_5,Reason haven’t tried to get an NHS dental appointment in last two years - I prefer to go to a private dentist,,,,,,,,,,,,,,,,,,,,,,
q120_6,Reason haven’t tried to get an NHS dental appointment in last two years - NHS dental care is too expensive,,,,,,,,,,,,,,,,,,,,,,
q120_7,Reason haven’t tried to get an NHS dental appointment in last two years - Another reason,,,,,,,,,,,,,,,,,,,,,,
Q112base,Which of the following best describes you - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q112_1,Which of the following best describes you - Female,,,,,,,,,,,,,,,,,,,,,,
Q112_2,Which of the following best describes you - Male,,,,,,,,,,,,,,,,,,,,,,
Q112_3,Which of the following best describes you - Non-binary,,,,,,,,,,,,,,,,,,,,,,
Q112_4,Which of the following best describes you - Prefer to self-describe,,,,,,,,,,,,,,,,,,,,,,
Q112_5,Which of the following best describes you - Prefer not to say,,,,,,,,,,,,,,,,,,,,,,
Q113base,Is your gender identity the same as the sex you were registered at birth - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q113_1,Is your gender identity the same as the sex you were registered at birth - Yes,,,,,,,,,,,,,,,,,,,,,,
Q113_2,Is your gender identity the same as the sex you were registered at birth - No,,,,,,,,,,,,,,,,,,,,,,
Q113_3,Is your gender identity the same as the sex you were registered at birth - Prefer not to say,,,,,,,,,,,,,,,,,,,,,,
q49base,Ethnic group - Total responses,,,,,,,,,,,,,,,,,,,,,,
q49_1,"Ethnic group - White - English, Welsh, Scottish, Northern Irish or British",,,,,,,,,,,,,,,,,,,,,,
q49_2,Ethnic group - White - Irish,,,,,,,,,,,,,,,,,,,,,,
q49_3,Ethnic group - White - Gypsy or Irish Traveller,,,,,,,,,,,,,,,,,,,,,,
q49_19,Ethnic group - White - Roma,,,,,,,,,,,,,,,,,,,,,,
q49_4,Ethnic group - White - Any other White background,,,,,,,,,,,,,,,,,,,,,,
q49_5,Ethnic group - Mixed - White and Black Caribbean,,,,,,,,,,,,,,,,,,,,,,
q49_6,Ethnic group - Mixed - White and Black African,,,,,,,,,,,,,,,,,,,,,,
q49_7,Ethnic group - Mixed - White and Asian,,,,,,,,,,,,,,,,,,,,,,
q49_8,Ethnic group - Mixed - Any other Mixed or Multiple Ethnic background,,,,,,,,,,,,,,,,,,,,,,
q49_9,Ethnic group - Asian or Asian British - Indian,,,,,,,,,,,,,,,,,,,,,,
q49_10,Ethnic group - Asian or Asian British - Pakistani,,,,,,,,,,,,,,,,,,,,,,
q49_11,Ethnic group - Asian or Asian British - Bangladeshi,,,,,,,,,,,,,,,,,,,,,,
q49_12,Ethnic group - Asian or Asian British - Chinese,,,,,,,,,,,,,,,,,,,,,,
q49_13,Ethnic group - Asian or Asian British - Any other Asian background,,,,,,,,,,,,,,,,,,,,,,
q49_15,"Ethnic group - Black, Black British, Caribbean or African - Caribbean",,,,,,,,,,,,,,,,,,,,,,
q49_14,"Ethnic group - Black, Black British, Caribbean or African - African",,,,,,,,,,,,,,,,,,,,,,
q49_16,"Ethnic group - Black, Black British, Caribbean or African - Any other Black, Black British, Caribbean or African background",,,,,,,,,,,,,,,,,,,,,,
q49_17,Ethnic group - Other - Arab,,,,,,,,,,,,,,,,,,,,,,
q49_18,Ethnic group - Other - Any other ethnic group,,,,,,,,,,,,,,,,,,,,,,
q49band_1,Ethnic group banded - White,,,,,,,,,,,,,,,,,,,,,,
q49band_2,Ethnic group banded - Mixed or multiple ethnic groups,,,,,,,,,,,,,,,,,,,,,,
q49band_3,Ethnic group banded - Asian or Asian British,,,,,,,,,,,,,,,,,,,,,,
q49band_4,"Ethnic group banded - Black, Black British, Caribbean or African",,,,,,,,,,,,,,,,,,,,,,
q49band_5,Ethnic group banded - Other ethnic group,,,,,,,,,,,,,,,,,,,,,,
Q48_Mergedbase,Age - Total responses,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_1,Age - Under 16,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_2,Age - 16 to 24,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_3,Age - 25 to 34,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_4,Age - 35 to 44,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_5,Age - 45 to 54,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_6,Age - 55 to 64,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_7,Age - 65 to 74,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_8,Age - 75 to 84,,,,,,,,,,,,,,,,,,,,,,
Q48_Merged_9,Age - 85 or over,,,,,,,,,,,,,,,,,,,,,,
q50base,Working status - Total responses,,,,,,,,,,,,,,,,,,,,,,
q50_1,Working status - In full-time paid work (30 hours or more each week),,,,,,,,,,,,,,,,,,,,,,
q50_2,Working status - In part-time paid work (under 30 hours each week),,,,,,,,,,,,,,,,,,,,,,
q50_3,"Working status - In full-time education at school, college or university",,,,,,,,,,,,,,,,,,,,,,
q50_4,Working status - Unemployed,,,,,,,,,,,,,,,,,,,,,,
q50_5,Working status - Permanently sick or disabled,,,,,,,,,,,,,,,,,,,,,,
q50_6,Working status - Fully retired from work,,,,,,,,,,,,,,,,,,,,,,
q50_7,Working status - Looking after the family or home,,,,,,,,,,,,,,,,,,,,,,
q50_8,Working status - Doing something else,,,,,,,,,,,,,,,,,,,,,,
